MMS ID,Resource Type,Fund Ledger Name,Fund Ledger Code
991017674249203851,Book - Physical,Marcopoulos,dmarc
991017674249303851,Book - Physical,Willis,dwill
991017674249403851,Book - Physical,Marcopoulos,dmarc
991017674249603851,Book - Physical,Marcopoulos,dmarc
991017674249703851,Book - Physical,Marcopoulos,dmarc
991017674344103851,Book - Physical,Marcopoulos,dmarc
991017674344203851,Book - Physical,Marcopoulos,dmarc
991017674344303851,Book - Physical,Marcopoulos,dmarc
991017674344403851,Book - Physical,Marcopoulos,dmarc
991017674344503851,Book - Physical,Marcopoulos,dmarc
991017674344803851,Book - Physical,Marcopoulos,dmarc
991017674344903851,Book - Physical,Marcopoulos,dmarc
991017674345103851,Book - Physical,Marcopoulos,dmarc
991017674345203851,Book - Physical,Marcopoulos,dmarc
991017674345303851,Book - Physical,Marcopoulos,dmarc
991017674345403851,Book - Physical,Marcopoulos,dmarc
991017674345503851,Book - Physical,Marcopoulos,dmarc
991017674346903851,Book - Physical,Marcopoulos,dmarc
991017674347003851,Book - Physical,Marcopoulos,dmarc
991017674347303851,Book - Physical,Marcopoulos,dmarc
991017674348003851,Book - Physical,Marcopoulos,dmarc
991017674348203851,Book - Physical,Marcopoulos,dmarc
991017674348803851,Book - Physical,Marcopoulos,dmarc
991017674349403851,Book - Physical,Marcopoulos,dmarc
991017674349503851,Microforms,Marcopoulos,dmarc
991017674349703851,Book - Physical,Marcopoulos,dmarc
991017674349803851,Book - Physical,Marcopoulos,dmarc
991017674630103851,Book - Physical,Giffuni,dgiff
991017675035903851,Book - Physical,Giffuni,dgiff
991017675036003851,Book - Physical,Giffuni,dgiff
991017675036103851,Book - Physical,Giffuni,dgiff
991017675041703851,Book - Electronic,Duke,dduke
991017675041803851,Book - Electronic,Duke,dduke
991017675102203851,Book - Physical,Duke,dduke
991017675103503851,Book - Physical,Duke,dduke
991017675103703851,Book - Physical,Blake,dblak
991017677841803851,Book - Physical,Duke,dduke
991017692024103851,Book - Physical,Duke,dduke
991017692024803851,Book - Physical,Duke,dduke
991017692647403851,Book - Electronic,Duke,dduke
991017692647503851,Book - Electronic,Duke,dduke
991017692647603851,Book - Electronic,Duke,dduke
991017692647703851,Book - Electronic,Duke,dduke
991017692647803851,Book - Electronic,Duke,dduke
991017692647903851,Book - Electronic,Duke,dduke
991017692648503851,Book - Physical,Spertus,dsper
991017694649403851,Book - Physical,Willis,dwill
991017694849703851,Book - Physical,Willis,dwill
991017694849803851,Book - Physical,Willis,dwill
991017694949803851,Book - Physical,Willis,dwill
991017695338303851,Book - Physical,Giffuni,dgiff
991017695338403851,Book - Physical,Giffuni,dgiff
991017695338503851,Book - Physical,Giffuni,dgiff
991017695338603851,Book - Physical,Giffuni,dgiff
991017695346203851,Book - Physical,Gordon Gift,dgord
991017695346303851,Book - Physical,Willis,dwill
991017695346403851,Book - Physical,Willis,dwill
991017695346503851,Book - Physical,Willis,dwill
991017695438903851,Book - Physical,Willis,dwill
991017695445703851,Book - Physical,Willis,dwill
991017695448203851,Book - Physical,Willis,dwill
991017696142303851,Book - Physical,Giffuni,dgiff
991017696436703851,Book - Physical,Marcopoulos,dmarc
991017696437103851,Book - Physical,Hally,dhaly
991017696437203851,Book - Physical,Marcopoulos,dmarc
991017696437303851,Book - Physical,Marcopoulos,dmarc
991017696437403851,Book - Physical,Marcopoulos,dmarc
991017696437503851,Book - Physical,Marcopoulos,dmarc
991017696437603851,Book - Physical,Marcopoulos,dmarc
991017696437703851,Book - Physical,Marcopoulos,dmarc
991017696437803851,Book - Physical,Marcopoulos,dmarc
991017696437903851,Book - Physical,Marcopoulos,dmarc
991017696438003851,Book - Physical,Marcopoulos,dmarc
991017696438103851,Book - Physical,Marcopoulos,dmarc
991017696438203851,Book - Physical,Marcopoulos,dmarc
991017696438303851,Book - Physical,Marcopoulos,dmarc
991017696438403851,Book - Physical,Marcopoulos,dmarc
991017696438503851,Book - Physical,Marcopoulos,dmarc
991017696438603851,Book - Physical,Marcopoulos,dmarc
991017696438703851,Book - Physical,Marcopoulos,dmarc
991017696438803851,Book - Physical,Marcopoulos,dmarc
991017696439103851,Book - Physical,Alexander,dalex
991017696439203851,Book - Physical,Alexander,dalex
991017696439303851,Book - Physical,Alexander,dalex
991017696439403851,Book - Physical,Alexander,dalex
991017696439503851,Book - Physical,Alexander,dalex
991017696439603851,Book - Physical,Alexander,dalex
991017696439703851,Book - Physical,Brian C. O'Connell,docon
991017696439903851,Book - Physical,Brian C. O'Connell,docon
991017696440103851,Book - Physical,Marcopoulos,dmarc
991017696440203851,Book - Physical,Brian C. O'Connell,docon
991017696440303851,Book - Physical,Marcopoulos,dmarc
991017696440403851,Book - Physical,Brian C. O'Connell,docon
991017696440603851,Book - Physical,Marcopoulos,dmarc
991017696441003851,Book - Physical,Marcopoulos,dmarc
991017696441603851,Book - Physical,Marcopoulos,dmarc
991017696441803851,Book - Physical,Marcopoulos,dmarc
991017696441903851,Book - Physical,Brian C. O'Connell,docon
991017696442203851,Book - Physical,Brian C. O'Connell,docon
991017696442703851,Book - Physical,Hally,dhaly
991017696442803851,Book - Physical,Brian C. O'Connell,docon
991017696443103851,Book - Physical,Brian C. O'Connell,docon
991017696443303851,Book - Physical,Brian C. O'Connell,docon
991017696443503851,Book - Physical,Marcopoulos,dmarc
991017696443603851,Book - Physical,Marcopoulos,dmarc
991017696443703851,Book - Physical,Marcopoulos,dmarc
991017696443803851,Book - Physical,Marcopoulos,dmarc
991017696443903851,Book - Physical,Marcopoulos,dmarc
991017696444003851,Book - Physical,Marcopoulos,dmarc
991017696444103851,Book - Physical,Marcopoulos,dmarc
991017696444203851,Book - Physical,Marcopoulos,dmarc
991017696444303851,Book - Physical,Marcopoulos,dmarc
991017696444403851,Book - Physical,Marcopoulos,dmarc
991017696444503851,Book - Physical,Marcopoulos,dmarc
991017696444603851,Book - Physical,Marcopoulos,dmarc
991017696444703851,Book - Physical,Marcopoulos,dmarc
991017696444803851,Book - Physical,Marcopoulos,dmarc
991017696444903851,Book - Physical,Marcopoulos,dmarc
991017696445003851,Book - Physical,Marcopoulos,dmarc
991017696445103851,Book - Physical,Marcopoulos,dmarc
991017696445203851,Book - Physical,Marcopoulos,dmarc
991017696445303851,Book - Physical,Marcopoulos,dmarc
991017696445403851,Book - Physical,Marcopoulos,dmarc
991017696445703851,Book - Physical,Willis,dwill
991017696445803851,Book - Physical,Willis,dwill
991017696445903851,Book - Physical,Willis,dwill
991017696446003851,Book - Physical,Jonathan Tisch,dtisc
991017696446103851,Book - Physical,Jonathan Tisch,dtisc
991017696446203851,Book - Physical,Willis,dwill
991017696446303851,Book - Physical,Jonathan Tisch,dtisc
991017696446403851,Book - Physical,Willis,dwill
991017696446503851,Book - Physical,Willis,dwill
991017696446603851,Book - Physical,Jonathan Tisch,dtisc
991017696446703851,Book - Physical,Willis,dwill
991017696446903851,Book - Physical,Jonathan Tisch,dtisc
991017696447003851,Book - Physical,Willis,dwill
991017696447203851,Book - Physical,Gordon Gift,dgord
991017696447303851,Book - Physical,Jonathan Tisch,dtisc
991017696447503851,Book - Physical,Jonathan Tisch,dtisc
991017696447603851,Book - Physical,Jonathan Tisch,dtisc
991017696447803851,Book - Physical,Jonathan Tisch,dtisc
991017696447903851,Book - Physical,Jonathan Tisch,dtisc
991017696448003851,Book - Physical,Jonathan Tisch,dtisc
991017696448103851,Book - Physical,Anna Cohen,dcohe
991017696448203851,Book - Physical,Anna Cohen,dcohe
991017696448503851,Book - Physical,Gordon Gift,dgord
991017696448703851,Book - Physical,Gordon Gift,dgord
991017696448803851,Book - Physical,Gordon Gift,dgord
991017696448903851,Book - Physical,Gordon Gift,dgord
991017696449003851,Book - Physical,Gordon Gift,dgord
991017696449103851,Book - Physical,Gordon Gift,dgord
991017696449203851,Book - Physical,Gordon Gift,dgord
991017696449303851,Book - Physical,Gordon Gift,dgord
991017696449403851,Book - Physical,Gordon Gift,dgord
991017696449503851,Book - Physical,Gordon Gift,dgord
991017696449603851,Book - Physical,Gordon Gift,dgord
991017696449703851,Book - Physical,Gordon Gift,dgord
991017696449803851,Book - Physical,Gordon Gift,dgord
991017696532903851,Book - Physical,Marcopoulos,dmarc
991017696533003851,Book - Physical,Marcopoulos,dmarc
991017696533103851,Book - Physical,Marcopoulos,dmarc
991017696533203851,Book - Physical,Marcopoulos,dmarc
991017696533303851,Book - Physical,Marcopoulos,dmarc
991017696534103851,Book - Physical,Hally,dhaly
991017696534203851,Book - Physical,Marcopoulos,dmarc
991017696534303851,Book - Physical,Marcopoulos,dmarc
991017696534503851,Book - Physical,Marcopoulos,dmarc
991017696534603851,Book - Physical,Marcopoulos,dmarc
991017696534703851,Book - Physical,Marcopoulos,dmarc
991017696534803851,Book - Physical,Marcopoulos,dmarc
991017696534903851,Book - Physical,Marcopoulos,dmarc
991017696535003851,Book - Physical,Marcopoulos,dmarc
991017696535103851,Book - Physical,Marcopoulos,dmarc
991017696535203851,Book - Physical,Campbell,dcamp
991017696535303851,Book - Physical,Campbell,dcamp
991017696535403851,Book - Physical,Campbell,dcamp
991017696535603851,Book - Physical,Campbell,dcamp
991017696535703851,Book - Physical,Marcopoulos,dmarc
991017696535803851,Book - Physical,Marcopoulos,dmarc
991017696535903851,Book - Physical,Marcopoulos,dmarc
991017696536003851,Book - Physical,Campbell,dcamp
991017696536103851,Book - Physical,Campbell,dcamp
991017696536203851,Book - Physical,Campbell,dcamp
991017696536303851,Book - Physical,Alexander,dalex
991017696536403851,Book - Physical,Alexander,dalex
991017696537003851,Book - Physical,Alexander,dalex
991017696537303851,Book - Physical,Alexander,dalex
991017696537603851,Book - Physical,Alexander,dalex
991017696537703851,Book - Physical,Alexander,dalex
991017696537803851,Book - Physical,Alexander,dalex
991017696537903851,Book - Physical,Alexander,dalex
991017696538003851,Book - Physical,Alexander,dalex
991017696538103851,Book - Physical,Alexander,dalex
991017696538203851,Book - Physical,Alexander,dalex
991017696538303851,Book - Physical,Alexander,dalex
991017696538403851,Book - Physical,Alexander,dalex
991017696538503851,Book - Physical,Alexander,dalex
991017696538603851,Book - Physical,Alexander,dalex
991017696538703851,Book - Physical,Alexander,dalex
991017696538803851,Book - Physical,Alexander,dalex
991017696538903851,Book - Physical,Alexander,dalex
991017696539003851,Book - Physical,Alexander,dalex
991017696539103851,Book - Physical,Alexander,dalex
991017696539303851,Book - Physical,Brian C. O'Connell,docon
991017696539403851,Book - Physical,Marcopoulos,dmarc
991017696539503851,Book - Physical,Marcopoulos,dmarc
991017696539603851,Book - Physical,Brian C. O'Connell,docon
991017696539903851,Book - Physical,Brian C. O'Connell,docon
991017696540403851,Book - Physical,Marcopoulos,dmarc
991017696540503851,Book - Physical,Marcopoulos,dmarc
991017696541203851,Book - Physical,Brian C. O'Connell,docon
991017696541503851,Book - Physical,Brian C. O'Connell,docon
991017696541603851,Book - Physical,Brian C. O'Connell,docon
991017696541703851,Book - Physical,Brian C. O'Connell,docon
991017696541803851,Book - Physical,Brian C. O'Connell,docon
991017696542103851,Book - Physical,Brian C. O'Connell,docon
991017696542303851,Book - Physical,Brian C. O'Connell,docon
991017696542503851,Book - Physical,Brian C. O'Connell,docon
991017696542603851,Book - Physical,Brian C. O'Connell,docon
991017696542803851,Book - Physical,Brian C. O'Connell,docon
991017696543003851,Book - Physical,Brian C. O'Connell,docon
991017696543203851,Book - Physical,Hally,dhaly
991017696543603851,Book - Physical,Brian C. O'Connell,docon
991017696543803851,Book - Physical,Hally,dhaly
991017696543903851,Book - Physical,Hally,dhaly
991017696544403851,Book - Physical,Marcopoulos,dmarc
991017696544803851,Book - Physical,Brian C. O'Connell,docon
991017696544903851,Book - Physical,Marcopoulos,dmarc
991017696545003851,Book - Physical,Marcopoulos,dmarc
991017696545103851,Book - Physical,Marcopoulos,dmarc
991017696545203851,Book - Physical,Marcopoulos,dmarc
991017696545303851,Book - Physical,Marcopoulos,dmarc
991017696545403851,Book - Physical,Marcopoulos,dmarc
991017696545503851,Book - Physical,Marcopoulos,dmarc
991017696545603851,Book - Physical,Marcopoulos,dmarc
991017696545703851,Book - Physical,Marcopoulos,dmarc
991017696545803851,Book - Physical,Marcopoulos,dmarc
991017696545903851,Book - Physical,Marcopoulos,dmarc
991017696546003851,Book - Physical,Marcopoulos,dmarc
991017696546103851,Book - Physical,Marcopoulos,dmarc
991017696546203851,Book - Physical,Willis,dwill
991017696546303851,Book - Physical,Willis,dwill
991017696546403851,Book - Physical,Willis,dwill
991017696546503851,Book - Physical,Willis,dwill
991017696546603851,Book - Physical,Willis,dwill
991017696546703851,Book - Physical,Willis,dwill
991017696546803851,Book - Physical,Jonathan Tisch,dtisc
991017696546903851,Book - Physical,Willis,dwill
991017696547003851,Book - Physical,Willis,dwill
991017696547103851,Book - Physical,Willis,dwill
991017696547203851,Book - Physical,Willis,dwill
991017696547403851,Book - Physical,Willis,dwill
991017696547603851,Book - Physical,Jonathan Tisch,dtisc
991017696548303851,Book - Physical,Jonathan Tisch,dtisc
991017696548403851,Book - Physical,Jonathan Tisch,dtisc
991017696548503851,Book - Physical,Jonathan Tisch,dtisc
991017696548703851,Book - Physical,Anna Cohen,dcohe
991017696548803851,Book - Physical,Anna Cohen,dcohe
991017696548903851,Book - Physical,Anna Cohen,dcohe
991017696549003851,Book - Physical,Anna Cohen,dcohe
991017696549203851,Book - Physical,Gordon Gift,dgord
991017696549303851,Book - Physical,Gordon Gift,dgord
991017696549403851,Book - Physical,Gordon Gift,dgord
991017696549503851,Book - Physical,Willis,dwill
991017696549603851,Book - Physical,Willis,dwill
991017696549803851,Book - Physical,Gordon Gift,dgord
991017698412403851,Book - Physical,Duke,dduke
991017699347803851,Book - Physical,Willis,dwill
991017699348203851,Book - Physical,Willis,dwill
991017699348303851,Book - Physical,Willis,dwill
991017699348403851,Book - Physical,Willis,dwill
991017699448303851,Book - Physical,Willis,dwill
991017699448403851,Book - Physical,Willis,dwill
991017699448603851,Book - Physical,Willis,dwill
991017699846203851,Book - Physical,Marcopoulos,dmarc
991017699846303851,Book - Physical,Marcopoulos,dmarc
991017699849303851,Book - Physical,Willis,dwill
991017699849403851,Book - Physical,Willis,dwill
991017699849503851,Book - Physical,Willis,dwill
991017712947203851,Book - Physical,Willis,dwill
991017712947403851,Book - Physical,Marcopoulos,dmarc
991017713246603851,Book - Physical,Marcopoulos,dmarc
991017715649603851,Book - Physical,Marcopoulos,dmarc
991017715649703851,Book - Physical,Marcopoulos,dmarc
991017715649703851,Book - Physical,Willis,dwill
991017715649803851,Book - Physical,Marcopoulos,dmarc
991017720748303851,Book - Physical,Giffuni,dgiff
991017720748403851,Book - Physical,Giffuni,dgiff
991017720748503851,Book - Physical,Giffuni,dgiff
991017720748603851,Book - Physical,Giffuni,dgiff
